subject,block,targets,n_responses,accuracy,precision,hits,misses,false_positives
21,6,18,29,0.333333333333333,0.352941176470588,6,12,11
21,7,18,20,0.722222222222222,0.866666666666667,13,5,2
21,8,18,18,0.722222222222222,1,13,5,0
21,9,18,19,0.944444444444444,0.944444444444444,17,1,1
21,10,18,18,0.888888888888889,1,16,2,0
21,11,18,22,0.444444444444444,0.666666666666667,8,10,4
21,12,18,19,1,0.947368421052632,18,0,1
21,13,18,19,0.611111111111111,0.916666666666667,11,7,1
21,14,18,19,1,0.947368421052632,18,0,1
21,15,18,18,0.944444444444444,1,17,1,0
21,16,18,18,0.611111111111111,1,11,7,0
21,17,18,18,1,1,18,0,0
21,18,18,20,0.777777777777778,0.875,14,4,2
21,19,18,18,0.888888888888889,1,16,2,0
21,20,18,26,0.388888888888889,0.466666666666667,7,11,8
21,21,18,18,1,1,18,0,0
21,22,18,18,1,1,18,0,0
21,23,18,18,0.944444444444444,1,17,1,0
21,24,18,18,0.833333333333333,1,15,3,0
22,1,18,18,0.944444444444444,1,17,1,0
22,2,18,20,0.833333333333333,0.882352941176471,15,3,2
22,3,18,26,0.166666666666667,0.272727272727273,3,15,8
22,4,18,19,0.833333333333333,0.9375,15,3,1
22,5,18,19,1,0.947368421052632,18,0,1
22,6,18,28,0.5,0.473684210526316,9,9,10
22,7,18,29,0.5,0.45,9,9,11
22,8,18,18,0.611111111111111,1,11,7,0
22,9,18,19,0.722222222222222,0.928571428571429,13,5,1
22,10,18,19,0.666666666666667,0.923076923076923,12,6,1
22,11,18,21,0.833333333333333,0.833333333333333,15,3,3
22,12,18,30,0.333333333333333,0.333333333333333,6,12,12
22,13,18,18,0.5,1,9,9,0
22,14,18,19,0.888888888888889,0.941176470588235,16,2,1
22,15,18,18,0.888888888888889,1,16,2,0
22,16,18,19,0.222222222222222,0.8,4,14,1
22,17,18,19,0.5,0.9,9,9,1
22,18,18,32,0.277777777777778,0.263157894736842,5,13,14
22,19,18,18,0.555555555555556,1,10,8,0
22,20,18,19,0.833333333333333,0.9375,15,3,1
22,21,18,24,0.388888888888889,0.538461538461538,7,11,6
22,22,18,26,0.0555555555555556,0.111111111111111,1,17,8
22,23,18,18,0.777777777777778,1,14,4,0
22,24,18,20,0.722222222222222,0.866666666666667,13,5,2
23,1,18,20,0.611111111111111,0.846153846153846,11,7,2
23,2,18,19,1,0.947368421052632,18,0,1
23,3,18,27,0.333333333333333,0.4,6,12,9
23,4,18,18,0.777777777777778,1,14,4,0
23,5,18,18,0.944444444444444,1,17,1,0
23,6,18,19,0.888888888888889,0.941176470588235,16,2,1
23,7,18,19,0.833333333333333,0.9375,15,3,1
23,8,18,18,0.944444444444444,1,17,1,0
23,9,18,18,0.833333333333333,1,15,3,0
23,10,18,19,0.777777777777778,0.933333333333333,14,4,1
23,11,18,18,0.888888888888889,1,16,2,0
23,12,18,32,0.166666666666667,0.176470588235294,3,15,14
23,13,18,18,0.388888888888889,1,7,11,0
23,14,18,18,1,1,18,0,0
23,15,18,23,0.388888888888889,0.583333333333333,7,11,5
23,16,18,25,0.833333333333333,0.681818181818182,15,3,7
23,17,18,18,1,1,18,0,0
23,18,18,19,0.833333333333333,0.9375,15,3,1
23,19,18,18,0.666666666666667,1,12,6,0
23,20,18,18,0.777777777777778,1,14,4,0
23,21,18,18,0.777777777777778,1,14,4,0
23,22,18,18,0.888888888888889,1,16,2,0
23,23,18,18,0.444444444444444,1,8,10,0
23,24,18,28,0.444444444444444,0.444444444444444,8,10,10
24,1,18,20,0.944444444444444,0.894736842105263,17,1,2
24,2,18,30,0.277777777777778,0.294117647058824,5,13,12
24,3,18,19,0.833333333333333,0.9375,15,3,1
24,4,18,20,0.777777777777778,0.875,14,4,2
24,5,18,18,1,1,18,0,0
24,6,18,19,0.888888888888889,0.941176470588235,16,2,1
24,7,18,18,0.444444444444444,1,8,10,0
24,8,18,19,0.888888888888889,0.941176470588235,16,2,1
24,9,18,24,0.833333333333333,0.714285714285714,15,3,6
24,10,18,19,0.888888888888889,0.941176470588235,16,2,1
24,11,18,19,0.888888888888889,0.941176470588235,16,2,1
24,12,18,30,0.333333333333333,0.333333333333333,6,12,12
24,13,18,18,0.944444444444444,1,17,1,0
24,14,18,20,0.944444444444444,0.894736842105263,17,1,2
24,15,18,26,0.5,0.529411764705882,9,9,8
24,16,18,18,0.888888888888889,1,16,2,0
24,17,18,18,0.722222222222222,1,13,5,0
24,18,18,20,0.944444444444444,0.894736842105263,17,1,2
24,19,18,24,0.777777777777778,0.7,14,4,6
24,20,18,18,0.888888888888889,1,16,2,0
24,21,18,19,0.888888888888889,0.941176470588235,16,2,1
24,22,18,18,0.944444444444444,1,17,1,0
24,23,18,21,0.888888888888889,0.842105263157895,16,2,3
24,24,18,29,0.444444444444444,0.421052631578947,8,10,11
25,1,18,20,0.944444444444444,0.894736842105263,17,1,2
25,2,18,19,0.888888888888889,0.941176470588235,16,2,1
25,3,18,31,0.222222222222222,0.235294117647059,4,14,13
25,4,18,18,0.777777777777778,1,14,4,0
25,5,18,18,0.555555555555556,1,10,8,0
25,6,18,19,0.777777777777778,0.933333333333333,14,4,1
25,7,18,18,0,NaN,0,18,0
25,8,18,18,0,NaN,0,18,0
25,9,18,25,0.5,0.5625,9,9,7
25,10,18,19,0.777777777777778,0.933333333333333,14,4,1
25,11,18,18,0.388888888888889,1,7,11,0
25,12,18,18,0.944444444444444,1,17,1,0
25,13,18,20,0.0555555555555556,0.333333333333333,1,17,2
25,14,18,18,0.833333333333333,1,15,3,0
25,15,18,18,0.944444444444444,1,17,1,0
25,16,18,18,0.944444444444444,1,17,1,0
25,17,18,18,0.944444444444444,1,17,1,0
25,18,18,21,0.888888888888889,0.842105263157895,16,2,3
25,19,18,18,0.888888888888889,1,16,2,0
25,20,18,18,0.888888888888889,1,16,2,0
25,21,18,18,0.888888888888889,1,16,2,0
25,22,18,18,1,1,18,0,0
25,23,18,29,0.388888888888889,0.388888888888889,7,11,11
25,24,18,25,0.166666666666667,0.3,3,15,7
26,1,18,21,0.888888888888889,0.842105263157895,16,2,3
26,2,18,20,0.888888888888889,0.888888888888889,16,2,2
26,3,18,27,0.277777777777778,0.357142857142857,5,13,9
26,4,18,18,0.666666666666667,1,12,6,0
26,5,18,18,0.5,1,9,9,0
26,6,18,20,0.277777777777778,0.714285714285714,5,13,2
26,7,18,19,0.5,0.9,9,9,1
26,8,18,20,0.611111111111111,0.846153846153846,11,7,2
26,9,18,23,0.277777777777778,0.5,5,13,5
26,10,18,20,0.166666666666667,0.6,3,15,2
26,11,18,21,0.777777777777778,0.823529411764706,14,4,3
26,12,18,29,0.388888888888889,0.388888888888889,7,11,11
26,13,18,18,0.333333333333333,1,6,12,0
26,14,18,19,0.5,0.9,9,9,1
26,15,18,18,0.555555555555556,1,10,8,0
26,16,18,20,1,0.9,18,0,2
26,17,18,21,0.555555555555556,0.769230769230769,10,8,3
26,18,18,19,0.833333333333333,0.9375,15,3,1
26,19,18,20,0.944444444444444,0.894736842105263,17,1,2
26,20,18,19,0.333333333333333,0.857142857142857,6,12,1
26,21,18,22,0.722222222222222,0.764705882352941,13,5,4
26,22,18,18,0.777777777777778,1,14,4,0
26,23,18,19,0.388888888888889,0.875,7,11,1
26,24,18,20,0.444444444444444,0.8,8,10,2
27,1,18,19,0.611111111111111,0.916666666666667,11,7,1
27,2,18,21,0.666666666666667,0.8,12,6,3
27,3,18,20,0.777777777777778,0.875,14,4,2
27,4,18,25,0.5,0.5625,9,9,7
27,5,18,20,0.833333333333333,0.882352941176471,15,3,2
27,6,18,25,0.277777777777778,0.416666666666667,5,13,7
27,7,18,19,0.722222222222222,0.928571428571429,13,5,1
27,8,18,18,0.0555555555555556,1,1,17,0
27,9,18,24,0.333333333333333,0.5,6,12,6
27,10,18,19,0.555555555555556,0.909090909090909,10,8,1
27,11,18,19,0.888888888888889,0.941176470588235,16,2,1
27,12,18,27,0.277777777777778,0.357142857142857,5,13,9
27,13,18,26,0.277777777777778,0.384615384615385,5,13,8
27,14,18,19,0.611111111111111,0.916666666666667,11,7,1
27,15,18,18,0.944444444444444,1,17,1,0
27,16,18,18,0.777777777777778,1,14,4,0
27,17,18,18,0.888888888888889,1,16,2,0
27,18,18,19,0.944444444444444,0.944444444444444,17,1,1
27,19,18,19,0.777777777777778,0.933333333333333,14,4,1
27,20,18,18,0.777777777777778,1,14,4,0
27,21,18,24,0.666666666666667,0.666666666666667,12,6,6
27,22,18,18,0.833333333333333,1,15,3,0
27,23,18,18,0.666666666666667,1,12,6,0
27,24,18,20,0.777777777777778,0.875,14,4,2
28,1,18,20,0.888888888888889,0.888888888888889,16,2,2
28,2,18,30,0.388888888888889,0.368421052631579,7,11,12
28,3,18,28,0.444444444444444,0.444444444444444,8,10,10
28,4,18,18,1,1,18,0,0
28,5,18,19,0.388888888888889,0.875,7,11,1
28,6,18,19,0.888888888888889,0.941176470588235,16,2,1
28,7,18,19,0.944444444444444,0.944444444444444,17,1,1
28,8,18,18,0.722222222222222,1,13,5,0
28,9,18,20,0.888888888888889,0.888888888888889,16,2,2
28,10,18,19,0.944444444444444,0.944444444444444,17,1,1
28,11,18,20,0.888888888888889,0.888888888888889,16,2,2
28,12,18,19,0.777777777777778,0.933333333333333,14,4,1
28,13,18,20,0.944444444444444,0.894736842105263,17,1,2
28,14,18,18,0.833333333333333,1,15,3,0
28,15,18,18,0.888888888888889,1,16,2,0
28,16,18,19,0.888888888888889,0.941176470588235,16,2,1
28,17,18,29,0.388888888888889,0.388888888888889,7,11,11
28,18,18,18,0.833333333333333,1,15,3,0
28,19,18,18,0.944444444444444,1,17,1,0
28,20,18,18,1,1,18,0,0
28,21,18,19,1,0.947368421052632,18,0,1
28,22,18,30,0.222222222222222,0.25,4,14,12
28,23,18,24,0.944444444444444,0.739130434782609,17,1,6
28,24,18,20,0.944444444444444,0.894736842105263,17,1,2
29,1,18,19,0.722222222222222,0.928571428571429,13,5,1
29,2,18,18,0.944444444444444,1,17,1,0
29,3,18,22,0.833333333333333,0.789473684210526,15,3,4
29,4,18,19,0.666666666666667,0.923076923076923,12,6,1
29,5,18,19,0.833333333333333,0.9375,15,3,1
29,6,18,19,0.777777777777778,0.933333333333333,14,4,1
29,7,18,18,0.944444444444444,1,17,1,0
29,8,18,18,0.944444444444444,1,17,1,0
29,9,18,19,0.777777777777778,0.933333333333333,14,4,1
29,10,18,20,0.0555555555555556,0.333333333333333,1,17,2
29,11,18,28,0.388888888888889,0.411764705882353,7,11,10
29,12,18,27,0.277777777777778,0.357142857142857,5,13,9
29,13,18,18,0.388888888888889,1,7,11,0
29,14,18,18,1,1,18,0,0
29,15,18,19,0.888888888888889,0.941176470588235,16,2,1
29,16,18,21,0.277777777777778,0.625,5,13,3
29,17,18,19,0.888888888888889,0.941176470588235,16,2,1
29,18,18,28,0.888888888888889,0.615384615384615,16,2,10
29,19,18,19,1,0.947368421052632,18,0,1
29,20,18,18,0.833333333333333,1,15,3,0
29,21,18,26,0.333333333333333,0.428571428571429,6,12,8
29,22,18,18,0.833333333333333,1,15,3,0
29,23,18,19,0.888888888888889,0.941176470588235,16,2,1
29,24,18,29,0.277777777777778,0.3125,5,13,11
30,1,18,19,1,0.947368421052632,18,0,1
30,2,18,18,0.888888888888889,1,16,2,0
30,3,18,27,1,0.666666666666667,18,0,9
30,4,18,29,0.777777777777778,0.56,14,4,11
30,5,18,19,0.722222222222222,0.928571428571429,13,5,1
30,6,18,18,0.722222222222222,1,13,5,0
30,7,18,18,0,NaN,0,18,0
30,8,18,18,0.555555555555556,1,10,8,0
30,9,18,18,0.888888888888889,1,16,2,0
30,10,18,18,0.111111111111111,1,2,16,0
30,11,18,19,0.388888888888889,0.875,7,11,1
30,12,18,18,0,NaN,0,18,0
30,13,18,21,0.222222222222222,0.571428571428571,4,14,3
30,14,18,21,0.166666666666667,0.5,3,15,3
30,15,18,19,0.611111111111111,0.916666666666667,11,7,1
30,16,18,18,0.722222222222222,1,13,5,0
30,17,18,21,0.611111111111111,0.785714285714286,11,7,3
30,18,18,19,0.666666666666667,0.923076923076923,12,6,1
30,19,18,24,0.333333333333333,0.5,6,12,6
30,20,18,19,0.666666666666667,0.923076923076923,12,6,1
30,21,18,18,0.0555555555555556,1,1,17,0
30,22,18,21,0.722222222222222,0.8125,13,5,3
30,23,18,18,0.611111111111111,1,11,7,0
30,24,18,27,0.222222222222222,0.307692307692308,4,14,9
31,1,18,19,0.944444444444444,0.944444444444444,17,1,1
31,2,18,19,0.944444444444444,0.944444444444444,17,1,1
31,3,18,19,0.5,0.9,9,9,1
31,4,18,21,0.555555555555556,0.769230769230769,10,8,3
31,5,18,19,0.722222222222222,0.928571428571429,13,5,1
31,6,18,25,0.222222222222222,0.363636363636364,4,14,7
31,7,18,18,0.388888888888889,1,7,11,0
31,8,18,22,0.388888888888889,0.636363636363636,7,11,4
31,9,18,23,0.222222222222222,0.444444444444444,4,14,5
31,10,18,21,0.722222222222222,0.8125,13,5,3
31,11,18,18,0.444444444444444,1,8,10,0
31,12,18,18,0.111111111111111,1,2,16,0
31,13,18,18,0.555555555555556,1,10,8,0
31,14,18,20,0.666666666666667,0.857142857142857,12,6,2
31,15,18,18,0.111111111111111,1,2,16,0
31,16,18,18,0.611111111111111,1,11,7,0
31,17,18,19,0.555555555555556,0.909090909090909,10,8,1
31,18,18,20,0.444444444444444,0.8,8,10,2
31,19,18,25,0.111111111111111,0.222222222222222,2,16,7
31,20,18,19,0.555555555555556,0.909090909090909,10,8,1
31,21,18,20,0.388888888888889,0.777777777777778,7,11,2
31,22,18,22,0.277777777777778,0.555555555555556,5,13,4
31,23,18,19,0.111111111111111,0.666666666666667,2,16,1
31,24,18,23,0.166666666666667,0.375,3,15,5
32,1,18,19,1,0.947368421052632,18,0,1
32,2,18,21,0.722222222222222,0.8125,13,5,3
32,3,18,22,0.0555555555555556,0.2,1,17,4
32,4,18,28,0.388888888888889,0.411764705882353,7,11,10
32,5,18,20,0.777777777777778,0.875,14,4,2
32,6,18,19,0.888888888888889,0.941176470588235,16,2,1
32,7,18,18,0.944444444444444,1,17,1,0
32,8,18,19,0.833333333333333,0.9375,15,3,1
32,9,18,20,0.444444444444444,0.8,8,10,2
32,10,18,18,0.777777777777778,1,14,4,0
32,11,18,19,0.888888888888889,0.941176470588235,16,2,1
32,12,18,18,0.944444444444444,1,17,1,0
32,13,18,18,0.833333333333333,1,15,3,0
32,14,18,19,0.944444444444444,0.944444444444444,17,1,1
32,15,18,19,0.777777777777778,0.933333333333333,14,4,1
32,16,18,28,0.444444444444444,0.444444444444444,8,10,10
32,17,18,19,0.666666666666667,0.923076923076923,12,6,1
32,18,18,20,0.944444444444444,0.894736842105263,17,1,2
32,19,18,19,0.944444444444444,0.944444444444444,17,1,1
32,20,18,18,0.777777777777778,1,14,4,0
32,21,18,21,0.666666666666667,0.8,12,6,3
32,22,18,18,0.888888888888889,1,16,2,0
32,23,18,19,1,0.947368421052632,18,0,1
32,24,18,24,0.388888888888889,0.538461538461538,7,11,6
33,1,18,18,0.888888888888889,1,16,2,0
33,2,18,19,0.833333333333333,0.9375,15,3,1
33,3,18,19,0.944444444444444,0.944444444444444,17,1,1
33,4,18,28,0.333333333333333,0.375,6,12,10
33,5,18,19,0.888888888888889,0.941176470588235,16,2,1
33,6,18,19,1,0.947368421052632,18,0,1
33,7,18,18,1,1,18,0,0
33,8,18,18,1,1,18,0,0
33,9,18,29,0.333333333333333,0.352941176470588,6,12,11
33,10,18,18,0.944444444444444,1,17,1,0
33,11,18,19,0.944444444444444,0.944444444444444,17,1,1
33,12,18,18,0.833333333333333,1,15,3,0
33,13,18,18,0.944444444444444,1,17,1,0
33,14,18,18,0.944444444444444,1,17,1,0
33,15,18,19,0.944444444444444,0.944444444444444,17,1,1
33,16,18,20,0.944444444444444,0.894736842105263,17,1,2
33,17,18,18,0.888888888888889,1,16,2,0
33,18,18,18,0.944444444444444,1,17,1,0
33,19,18,21,0.833333333333333,0.833333333333333,15,3,3
33,20,18,22,0.777777777777778,0.777777777777778,14,4,4
33,21,18,32,0.166666666666667,0.176470588235294,3,15,14
33,22,18,18,0.944444444444444,1,17,1,0
33,23,18,20,0.777777777777778,0.875,14,4,2
33,24,18,28,0.388888888888889,0.411764705882353,7,11,10
34,1,18,21,0.888888888888889,0.842105263157895,16,2,3
34,2,18,18,0.888888888888889,1,16,2,0
34,3,18,29,0.388888888888889,0.388888888888889,7,11,11
34,4,18,18,0,NaN,0,18,0
34,5,18,19,0.777777777777778,0.933333333333333,14,4,1
34,6,18,29,0.388888888888889,0.388888888888889,7,11,11
34,7,18,18,0.833333333333333,1,15,3,0
34,8,18,19,0.777777777777778,0.933333333333333,14,4,1
34,9,18,26,0.444444444444444,0.5,8,10,8
34,10,18,19,0.5,0.9,9,9,1
34,11,18,19,0.111111111111111,0.666666666666667,2,16,1
34,12,18,18,0.833333333333333,1,15,3,0
34,13,18,18,0.611111111111111,1,11,7,0
34,14,18,18,0.611111111111111,1,11,7,0
34,15,18,19,0.777777777777778,0.933333333333333,14,4,1
34,16,18,18,0.777777777777778,1,14,4,0
34,17,18,18,0.888888888888889,1,16,2,0
34,18,18,21,0.611111111111111,0.785714285714286,11,7,3
34,19,18,19,0.888888888888889,0.941176470588235,16,2,1
34,20,18,18,0.611111111111111,1,11,7,0
34,21,18,19,0.611111111111111,0.916666666666667,11,7,1
34,22,18,19,0.833333333333333,0.9375,15,3,1
34,23,18,18,0.888888888888889,1,16,2,0
34,24,18,24,0.222222222222222,0.4,4,14,6
35,1,18,21,0.722222222222222,0.8125,13,5,3
35,2,18,20,0.888888888888889,0.888888888888889,16,2,2
35,3,18,18,0.944444444444444,1,17,1,0
35,4,18,18,0.833333333333333,1,15,3,0
35,5,18,23,0.722222222222222,0.722222222222222,13,5,5
35,6,18,18,1,1,18,0,0
35,7,18,18,0.611111111111111,1,11,7,0
35,8,18,19,0.888888888888889,0.941176470588235,16,2,1
35,9,18,18,0.888888888888889,1,16,2,0
35,10,18,20,0.666666666666667,0.857142857142857,12,6,2
35,11,18,30,0.333333333333333,0.333333333333333,6,12,12
35,12,18,19,0.833333333333333,0.9375,15,3,1
35,13,18,20,0,0,0,18,2
35,14,18,18,0.777777777777778,1,14,4,0
35,15,18,18,1,1,18,0,0
35,16,18,18,0.944444444444444,1,17,1,0
35,17,18,20,0.611111111111111,0.846153846153846,11,7,2
35,18,18,30,0.611111111111111,0.478260869565217,11,7,12
35,19,18,18,0.944444444444444,1,17,1,0
35,20,18,20,0.888888888888889,0.888888888888889,16,2,2
35,21,18,29,0.388888888888889,0.388888888888889,7,11,11
35,22,18,19,1,0.947368421052632,18,0,1
35,23,18,20,0.833333333333333,0.882352941176471,15,3,2
35,24,18,19,0.833333333333333,0.9375,15,3,1
36,1,18,19,1,0.947368421052632,18,0,1
36,2,18,19,0.944444444444444,0.944444444444444,17,1,1
36,3,18,26,0.5,0.529411764705882,9,9,8
36,4,18,19,0.611111111111111,0.916666666666667,11,7,1
36,5,18,18,0.722222222222222,1,13,5,0
36,6,18,19,0.777777777777778,0.933333333333333,14,4,1
36,7,18,19,0.777777777777778,0.933333333333333,14,4,1
36,8,18,31,0.277777777777778,0.277777777777778,5,13,13
36,9,18,27,0.388888888888889,0.4375,7,11,9
36,10,18,19,0.666666666666667,0.923076923076923,12,6,1
36,11,18,26,0.277777777777778,0.384615384615385,5,13,8
36,12,18,20,0.722222222222222,0.866666666666667,13,5,2
36,13,18,19,0.611111111111111,0.916666666666667,11,7,1
36,14,18,19,0.777777777777778,0.933333333333333,14,4,1
36,15,18,18,0.722222222222222,1,13,5,0
36,16,18,25,0.388888888888889,0.5,7,11,7
36,17,18,18,0.722222222222222,1,13,5,0
36,18,18,19,0.611111111111111,0.916666666666667,11,7,1
36,19,18,18,0.777777777777778,1,14,4,0
36,20,18,20,0.666666666666667,0.857142857142857,12,6,2
36,21,18,18,0.555555555555556,1,10,8,0
36,22,18,19,0.666666666666667,0.923076923076923,12,6,1
36,23,18,18,0.777777777777778,1,14,4,0
36,24,18,19,0.666666666666667,0.923076923076923,12,6,1
37,1,18,20,0.777777777777778,0.875,14,4,2
37,2,18,19,0.944444444444444,0.944444444444444,17,1,1
37,3,18,30,0.388888888888889,0.368421052631579,7,11,12
37,4,18,18,1,1,18,0,0
37,5,18,18,0.888888888888889,1,16,2,0
37,6,18,20,0.944444444444444,0.894736842105263,17,1,2
37,7,18,18,1,1,18,0,0
37,8,18,18,1,1,18,0,0
37,9,18,18,1,1,18,0,0
37,10,18,20,1,0.9,18,0,2
37,11,18,18,1,1,18,0,0
37,12,18,19,0.944444444444444,0.944444444444444,17,1,1
37,13,18,18,0.555555555555556,1,10,8,0
37,14,18,18,1,1,18,0,0
37,15,18,18,0.944444444444444,1,17,1,0
37,16,18,19,0.944444444444444,0.944444444444444,17,1,1
37,17,18,29,0.444444444444444,0.421052631578947,8,10,11
37,18,18,18,1,1,18,0,0
37,19,18,18,1,1,18,0,0
37,20,18,19,1,0.947368421052632,18,0,1
37,21,18,30,0.277777777777778,0.294117647058824,5,13,12
37,22,18,19,1,0.947368421052632,18,0,1
37,23,18,19,0.888888888888889,0.941176470588235,16,2,1
37,24,18,28,0.444444444444444,0.444444444444444,8,10,10
38,1,18,18,0.944444444444444,1,17,1,0
38,2,18,18,1,1,18,0,0
38,3,18,18,1,1,18,0,0
38,4,18,18,0.666666666666667,1,12,6,0
38,5,18,18,0.944444444444444,1,17,1,0
38,6,18,19,0.888888888888889,0.941176470588235,16,2,1
38,7,18,20,0.944444444444444,0.894736842105263,17,1,2
38,8,18,18,0.777777777777778,1,14,4,0
38,9,18,19,0.888888888888889,0.941176470588235,16,2,1
38,10,18,18,0.888888888888889,1,16,2,0
38,11,18,18,0.888888888888889,1,16,2,0
38,12,18,28,0.388888888888889,0.411764705882353,7,11,10
38,13,18,18,0.888888888888889,1,16,2,0
38,14,18,20,0.611111111111111,0.846153846153846,11,7,2
38,15,18,18,0.944444444444444,1,17,1,0
38,16,18,18,0.944444444444444,1,17,1,0
38,17,18,19,0.944444444444444,0.944444444444444,17,1,1
38,18,18,31,0.111111111111111,0.133333333333333,2,16,13
38,19,18,18,0.777777777777778,1,14,4,0
38,20,18,18,1,1,18,0,0
38,21,18,18,0.888888888888889,1,16,2,0
38,22,18,18,1,1,18,0,0
38,23,18,29,0.388888888888889,0.388888888888889,7,11,11
38,24,18,27,0.555555555555556,0.526315789473684,10,8,9
39,1,18,19,0.833333333333333,0.9375,15,3,1
39,2,18,18,0.888888888888889,1,16,2,0
39,3,18,18,0.888888888888889,1,16,2,0
39,4,18,18,1,1,18,0,0
39,5,18,19,0.666666666666667,0.923076923076923,12,6,1
39,6,18,18,0.888888888888889,1,16,2,0
39,7,18,20,0.833333333333333,0.882352941176471,15,3,2
39,8,18,19,0.777777777777778,0.933333333333333,14,4,1
39,9,18,29,0.333333333333333,0.352941176470588,6,12,11
39,10,18,18,0.722222222222222,1,13,5,0
39,11,18,20,0.888888888888889,0.888888888888889,16,2,2
39,12,18,19,0.833333333333333,0.9375,15,3,1
39,13,18,18,0.888888888888889,1,16,2,0
39,14,18,18,0.944444444444444,1,17,1,0
39,15,18,26,0.333333333333333,0.428571428571429,6,12,8
39,16,18,18,0.944444444444444,1,17,1,0
39,17,18,24,0.277777777777778,0.454545454545455,5,13,6
39,18,18,18,1,1,18,0,0
39,19,18,20,0.722222222222222,0.866666666666667,13,5,2
39,20,18,20,0.777777777777778,0.875,14,4,2
39,21,18,31,0.277777777777778,0.277777777777778,5,13,13
39,22,18,20,1,0.9,18,0,2
39,23,18,18,1,1,18,0,0
39,24,18,18,0.944444444444444,1,17,1,0
